av_w0	av_th0	av_g0	av_ga0	av_alphw	av_alphth	av_beta	av_v	av_gf	sd_w0	sd_th0	sd_g0	sd_ga0	sd_alphw	sd_alphth	sd_beta	sd_v	sd_gf
0.0028159900810715	5.73417536944151	0.0191607019186333	2.92407854831219	0.121336276076501	184.899830623627	1.44033152489038	0.142271565850824	0.188594650366344	0.0417730649545296	0.194260706285368	0.0256963435453892	0.291139846593157	0.0430197431667112	11.6766953778009	0.411545533891733	0.0216757260999355	0.0356985735404856
0.00495406451876624	5.57262699711323	0.0264369406013102	2.65491371527314	0.0874876504888671	185.364958600998	1.46323832052574	0.144345828293823	0.193378487651236	0.0418444961784552	0.302282069651194	0.026356814006933	0.350182497482984	0.0396647695129751	11.6511585734267	0.351870423219609	0.0253489171642389	0.0325371715862055
0.0022445367265027	5.47065031242371	0.0203828957550331	2.63480488920212	0.10034164159972	185.851226287842	1.30295346202701	0.147117879089899	0.196727094141766	0.0397461344683868	0.282997284078824	0.0241137920397482	0.267885446886922	0.0347699991155504	10.9167869656113	0.308639601347893	0.0203426251143563	0.0342774693174459
0.000916070788167417	5.44082708436251	0.0284893738329993	2.39742900837958	0.079078220278665	182.45563057518	1.02717216532677	0.144998130165972	0.191996464859694	0.0415436539420218	0.255332394175184	0.0293518726928001	0.345478309991575	0.0307122580055272	12.3117672607651	0.286193885721978	0.0213103860491849	0.0378398202155611
0.0039571765413275	5.4459370726943	0.021216199469105	2.47133951669931	0.0826900551675353	178.652676465988	0.965394606806338	0.148366939743981	0.189048063735478	0.0385611902154703	0.275523255315687	0.0238985969352353	0.341444776976264	0.0309052470813183	18.7540337576325	0.248778322326165	0.0216697316830937	0.0347122471881253
0.00159990775730694	5.24496551728249	0.0223514284862467	2.42283168816566	0.0914825930691222	189.319609848022	0.888646760020405	0.148800952220336	0.181525219926145	0.0363102312631711	0.240555067441135	0.0261216617793558	0.440213605231942	0.0346435931079575	15.3690079272434	0.239339945174323	0.0189622673955805	0.0311366355565554
0.00345677304155106	5.16845221358538	0.0242923973856186	2.57151022066176	0.0880990088166291	185.44863968277	1.00246017531306	0.153783313146327	0.188048171202652	0.0399211761894962	0.205638814941398	0.0283413601938368	0.457211153768828	0.0356855710423338	13.5799525935532	0.249757987151879	0.0219733967513252	0.0293264502810706
0.00540647665338474	5.28302385532856	0.02367982352935	2.57221617935598	0.10613064926368	169.574317268372	0.898032468736172	0.151339585428126	0.19183504367061	0.0430427305321974	0.213938394690512	0.0244728171778286	0.354683174430831	0.0369625152672863	10.3467189683979	0.234541829454255	0.0223955135480142	0.0289119336506634
0.00132886291760951	5.31850876379013	0.0251365095910569	2.51942273323238	0.0831747783822357	164.658770680428	0.752008140068501	0.142932672752999	0.182374633347616	0.0433801243165918	0.27139766400045	0.0278240437622443	0.318176131949495	0.0353567787433289	9.30398609078658	0.175190286107962	0.0218885762573415	0.0283179835490412
-0.00589615116652567	5.34609462356567	0.0237640426758262	2.5289662642628	0.0843584999610757	167.315347072601	0.833573582857847	0.147442926010117	0.191186812161002	0.0391094327314105	0.227517924413001	0.0270753246877	0.309459277116362	0.0381019875906148	14.4172640943112	0.264840058897018	0.0185424394715906	0.0410570391883812
-0.000496552667849755	5.31063105118275	0.024526911922927	2.54803584690392	0.0775024701954098	174.740452532768	0.800896776006091	0.146101053376682	0.167980966854375	0.0386567680702801	0.221373728190912	0.0290709669261726	0.380279341322413	0.0279975096742227	11.67218069143	0.249286163569097	0.0218228590980839	0.0338533971888576
-0.0045548200474077	5.16869763332605	0.0255486667814548	2.4711661734134	0.0703255743702903	172.435273244858	0.820577500787331	0.14984327078145	0.164655296703801	0.0371099510391205	0.228904717326418	0.030280245810863	0.421523909582065	0.0337828979635624	12.9168885284035	0.276592349713974	0.0192210994093651	0.0371609566909444
0.00442716047647991	5.34046418827772	0.0254311196624767	2.54991763132811	0.0833098512270953	178.065545459747	0.839552162149026	0.147715084689669	0.17729134355206	0.0395258369445444	0.240524808303988	0.0289719235480507	0.396002770654789	0.0339901914550969	10.4731977384043	0.321840765555584	0.0202139633480748	0.0363923481665828
0.00409586174789001	5.35051544183493	0.0239842457830528	2.51690083435178	0.0846472743929298	175.302386453629	1.08641619306011	0.147866644419264	0.162885625036201	0.0434719196083384	0.2377456524306	0.0289597270091109	0.335690027837919	0.0300274579887643	10.0677709964848	0.270091416474199	0.0200809113940379	0.0460574629219812
0.00475958389315929	5.56878129762411	0.0241716025275091	2.54595585688949	0.0920448968097335	172.403750383377	1.14026632622257	0.142472507455852	0.179232345217839	0.0366859994547449	0.245235958884151	0.0282651008060926	0.381935347544686	0.0404211695031102	10.2895917730246	0.2897454889417	0.0238608976111365	0.0461090232850775
0.00381183816922567	5.52928207397461	0.0260379278595938	2.53007511354983	0.0610531651211495	166.985407157898	0.914847972624004	0.143948425988201	0.175774445570074	0.0398844811923086	0.289281691405392	0.0300788156009707	0.336923097332716	0.0301663464738429	9.23519430695164	0.278424817617817	0.0223653089606315	0.0364025549035774
-0.00114338865544414	5.56078883755207	0.0239748815469402	2.65626538556814	0.061404794611517	171.275251550674	0.944430443994701	0.141624372634571	0.177745558763389	0.0392276057521796	0.399307189108476	0.0264454981320435	0.288944711946891	0.0236919425439864	9.96673457163275	0.274213723230899	0.0209742296745221	0.0343233159079135
0.00167854596253892	5.61510338157415	0.0205880712701228	2.88541619800031	0.0700146338820195	169.40942911911	1.04108395521343	0.144260945681483	0.181931131348014	0.0380253765232137	0.325725571974861	0.0290258760782253	0.299021252240129	0.0318579935567964	8.91469935895476	0.266368131014854	0.0228877078241856	0.0327458638224521
0.00330529639378074	5.64778047257662	0.0223693432884929	2.92315704490244	0.0898886137983645	164.162712598801	1.06460735193826	0.139274495223071	0.18584144475474	0.0389170084793759	0.289182053123668	0.0258730030247213	0.343350000131309	0.0334820450261768	10.3806349713126	0.268970245684194	0.0233753063297651	0.0493696410688245
-0.00150631063911715	5.55761074405909	0.0273277545677483	2.72736185452342	0.0944542247764766	167.275803766251	1.34617190247402	0.141969133779872	0.198298001556192	0.0474079630642775	0.295230579080612	0.0318217891910994	0.400787364926447	0.0340806172476658	10.925443628562	0.249988079196559	0.0212595850185745	0.0448504895819675
-0.00386554877756862	5.51768135225773	0.0212000716107796	2.51717511184514	0.088138363136095	169.385796840668	1.20332945291698	0.140577059648465	0.195528590622358	0.0436447786026381	0.25056392852529	0.0268008187638647	0.33262178691178	0.035847577333336	8.97351334777455	0.190471561399261	0.0221577581281904	0.0431014744106385
0.00539039572246838	5.44800568032265	0.0254404145923199	2.42184056970477	0.107630531362665	170.246941965103	1.25514638305455	0.142884436334018	0.188898736730218	0.0417947007683633	0.28620450483703	0.0311266859757701	0.236080916409373	0.0475505795347002	12.2461229227186	0.25572699870304	0.0247904537016094	0.0442283009308316
0.00300786873884499	5.55223746621609	0.0295230180326362	2.46147078926861	0.0806570554515565	175.198187385559	1.13170247715525	0.140646826226264	0.173831434519961	0.0432168240184781	0.276283591527213	0.0277000471449312	0.35658616937622	0.0397943440094062	13.4974118466668	0.250456453795844	0.0211617590559442	0.0315724895651672
0.00178313468079432	5.48395348870754	0.0249088700128268	2.35500714930147	0.0921854445462668	171.610303994179	1.25601198687404	0.141070904317778	0.191459821530618	0.0426379881425051	0.273820264883393	0.0298402734444763	0.40156074078206	0.0331192198419929	16.3461502284949	0.232921021546147	0.0244127834171881	0.0338411118390315
0.00855119285886758	5.44213310015202	0.028857544412378	2.44636304827034	0.0979841722686833	177.698514333725	1.32581585295498	0.144572780390736	0.183539874707116	0.0387119532545599	0.317600407970463	0.0273341501445084	0.289604924823524	0.0409370498421302	13.6276839091066	0.297373885597735	0.0212185990155017	0.0448735637669091
0.000485867270472227	5.33933141452074	0.0206690190317822	2.37150197461247	0.0792483165779922	186.593095439911	1.06175229326263	0.148077419016976	0.181110033089295	0.0392539091988879	0.251654670048215	0.0259826616003951	0.333348088401743	0.0357626435359806	13.3145464433841	0.310110648676437	0.018506038515355	0.0424037969828562
0.00225925999670289	5.37416842091084	0.0192040591868936	2.47534796054661	0.0896757749490571	184.732902547836	0.981450936989859	0.15076434100233	0.19051454163203	0.039042714849406	0.243403881235242	0.0237251214252645	0.325013967948933	0.0333536992591474	17.0698730186746	0.239600634542909	0.019243583173895	0.0394455647915915
-0.000129600777872838	5.38747266668081	0.0257101339863457	2.50879977369308	0.0849871154642024	180.472160173416	1.08242128073424	0.14605352336634	0.197383112663403	0.0412570165890876	0.232212149630797	0.0279432541710177	0.312761262651902	0.0327136337806252	14.6508773522683	0.220660530564745	0.0241030187836813	0.0416199969905546
0.00291092578630924	5.31684668982029	0.0272329615429626	2.40690832418203	0.0848484842323232	184.746025729179	1.05700612063333	0.152350084143691	0.200535104261711	0.0393855386826573	0.319285105818631	0.0279404002702836	0.291491739389274	0.0283227000141452	17.399001597264	0.240265254520645	0.0210556603435036	0.032060664948642
-0.00242820164942532	5.32593993246555	0.0201894511985665	2.39703140598536	0.0897221601684578	188.786683259964	1.19650317879766	0.153991801367141	0.195914775406942	0.0397130815809034	0.277713033877537	0.025844374169167	0.35020369142378	0.0270849567214227	16.0484113356054	0.201050700430455	0.0184256649543997	0.0368117028055342
-0.00313901558303041	5.20545865428448	0.0275255599601114	2.21843287277222	0.076210522870977	177.339112371445	0.954895329102874	0.150341562155634	0.192283064869232	0.0400198047920204	0.223814488715753	0.0275008050674306	0.375882823390997	0.0304160316050069	12.2605378520372	0.172565177377986	0.0233551570750439	0.0390062650950193
