av_w0	av_th0	av_g0	av_ga0	av_alphw	av_alphth	av_beta	av_v	av_gf	sd_w0	sd_th0	sd_g0	sd_ga0	sd_alphw	sd_alphth	sd_beta	sd_v	sd_gf
-0.0143991800225631	5.79237430936098	0.0337426604309585	2.71398769342899	0.173311893751845	382.174264533997	2.08392534637451	0.149437374673784	0.16520233055111	0.0477005457017296	0.346063796374415	0.0332304858454003	0.397224133150625	0.0435741438218082	26.0126331063178	0.346376643980068	0.0194619914126412	0.0399866641955379
-0.0145701473454537	6.15033820044994	0.0276289804664411	3.15115413971245	0.218814846303547	383.863866184235	2.44928172414005	0.141816737960093	0.159733603722882	0.0468205023319356	0.32546047146479	0.0306055219940451	0.353776729889255	0.0552355166293044	26.5504684076829	0.263781784907743	0.0202675212202139	0.0362812113135676
-0.01167575571833	6.22150083619356	0.0300964756279864	3.04441725935042	0.205124073561281	406.835332584381	2.64615573187172	0.1440040563168	0.165179692431353	0.0532496835444995	0.305747776496731	0.0307189601104808	0.408350599618424	0.0568486771384621	25.6698074416978	0.185935961921679	0.0241102283554781	0.0305289789522101
-0.013809500246236	6.30840994644165	0.0259907211479804	3.08130053552985	0.16524945524754	429.731954647064	2.54999936300516	0.146776073851623	0.159583896870725	0.0515238892141498	0.39869268621511	0.0315750060263183	0.484253053386743	0.0536262723334392	26.5945818713511	0.222257320427483	0.0221848322393923	0.0344758787405223
-0.0068031720755389	6.24315752267838	0.0292323487692265	3.04520447979867	0.171000265743351	424.090144527435	2.58432288216054	0.146303841910791	0.164328928299248	0.0439524661769109	0.387515842144511	0.0327226611051353	0.518362517932374	0.0523170775900762	20.6237790450561	0.194006387891931	0.0222104199752965	0.0313244270642841
-0.017426444616518	6.14863863712549	0.0328400963971799	3.20446772132814	0.155978944193805	424.663003650665	2.7098524748981	0.152267767318524	0.162504922848195	0.0451420780820574	0.369473929552216	0.0321432834062726	0.441881500923288	0.0562752331008031	15.3939180826175	0.236622707494132	0.0225143187564131	0.0304512981223595
-0.0132427529282286	6.15973470044136	0.0322121412426786	3.10697926014662	0.146263938783843	420.132431610107	2.47163020735979	0.145900435436051	0.153475882811006	0.0424799209398784	0.285210337644617	0.029965483304601	0.387028036403067	0.0442846540848132	11.1097014810889	0.284391845843109	0.0240316087544843	0.0329069947805801
0.0013465008410567	6.30093383312225	0.0258030872538684	3.04050021626055	0.148912633946515	418.993521800995	2.40791618426144	0.147944062730297	0.15771501054056	0.0401708800346384	0.363208506163607	0.0268839630132142	0.390037413517954	0.0531997339042872	14.6659200622714	0.270862092632912	0.0208596767584601	0.0275532540927717
-0.0147919521003059	6.07256505233049	0.0330075714412269	3.0005509776175	0.164454253305215	409.367329048157	2.38907478003204	0.141413966495544	0.154259883126244	0.042559915698841	0.340630726830713	0.0346097372956632	0.373556024585065	0.0388946189859382	16.1397180630504	0.237845805235655	0.0222801545829154	0.0272658096776967
0.00139585713896668	6.27658949053288	0.0265267515776213	2.9342847828269	0.177030326426728	418.688113101959	2.32573903940618	0.147309368620627	0.159994966915809	0.0465126849097862	0.357836090808903	0.0283256646090786	0.323455607749679	0.0425487269979908	15.6422938353606	0.2999608035278	0.0254663349622048	0.0283964226803106
