av_w0	av_th0	av_g0	av_ga0	av_alphw	av_alphth	av_beta	av_v	av_gf	sd_w0	sd_th0	sd_g0	sd_ga0	sd_alphw	sd_alphth	sd_beta	sd_v	sd_gf
-0.0467377485285106	5.00319412186742	0.0233566627158143	2.17524593030661	0.402422755697742	951.013549453735	2.86483643332124	0.163217559266835	0.122251315550879	0.0473100700219848	0.338461066208797	0.032813879693573	0.433009021003841	0.0522145485364422	19.5593808916612	0.206887642103135	0.019850617369624	0.020850257320571
-0.0512709986889968	5.10990379160643	0.0226157316665795	2.45310385616124	0.416709827646613	930.808906951904	2.85065166148543	0.160008469228633	0.127962511649355	0.0525016085286503	0.286809953064984	0.0285585862204583	0.346458666400914	0.0572804156177697	26.3969300730238	0.236646913184884	0.0251311725225809	0.0278018472590734
-0.0358662008599495	5.11369695264101	0.0258010542396514	2.30942334988713	0.412900665692985	919.361681671143	2.9197475014627	0.162453211626038	0.118148701285012	0.0451534351403436	0.360475599900725	0.0291205855017394	0.330445914284886	0.0828222685731984	23.7494332005934	0.339192787778095	0.0207095161277276	0.0236240324119318
-0.033703730406356	5.05485307499766	0.0218910631016779	2.23496304142475	0.392151259336621	897.722888931274	2.88267822209001	0.166642463349737	0.12519368158048	0.0452103426240352	0.302540792215041	0.0268516816766716	0.401409373456112	0.068893129438283	16.8876374116102	0.277234553494714	0.0202712872883672	0.0228266226404393
-0.0550278954660753	5.06365223550797	0.0250242994650944	2.38293461464345	0.461228894203901	904.199190635681	2.8364799619019	0.162398335350677	0.12581643792754	0.0469681473536375	0.319100519430944	0.0313738473845602	0.28932409068427	0.0602342199192452	19.5897856461157	0.316542694108806	0.0232622365257285	0.022304174458291
-0.0370530809575284	5.41526070582867	0.0194061198075433	2.59088243120909	0.438153899857774	907.457877349854	2.80273533378541	0.160242688634433	0.118302982138004	0.0475977609479512	0.278902370561304	0.0285004813697189	0.356342097086705	0.0739641056233356	16.4645847918541	0.389354626255369	0.019577238020142	0.020718877249657
-0.0460334620735375	5.35392613404989	0.0282037715832412	2.66990155848861	0.390075432516634	905.520455245972	2.88111499722302	0.158027434018441	0.122151001989376	0.0459458687010275	0.382724559329567	0.0284032310728128	0.33884745879636	0.0638645792114712	15.4367673843304	0.370519587310837	0.0184729147472786	0.0262632350933911
-0.050411451217311	5.36719129526615	0.0216364797432548	2.54164743834734	0.366438656045124	909.206923484802	3.08992302238941	0.159940580082126	0.119318760803435	0.0477091682451165	0.317615424849759	0.0266052869665528	0.335167461918311	0.0614790051803381	14.4365746678962	0.434864669882564	0.0216884137628871	0.0244115222595107
-0.0430632039439806	5.45074601888657	0.0227098259510151	2.55341460338235	0.340779208015651	913.564956054688	3.20556139498949	0.164456009970047	0.126352440504357	0.044628520491482	0.322136939988207	0.0255986881220902	0.39018264026566	0.0643804482346898	19.3120937350951	0.358601877054615	0.022738302817002	0.0237204731337053
-0.0465562930534943	5.38594533234835	0.0264537973096703	2.68399271145463	0.373460245439783	912.178940742493	3.07115378856659	0.157929774368182	0.118237668649061	0.0454251737106128	0.289663183568661	0.032129362459773	0.385125701705205	0.0581932587525277	15.3921524351808	0.38710908512614	0.0220628932682641	0.0242239561950676
